utterance,loglikelihood
words-BABEL-BP-101-38108-20111125-150621-C3-scripted,-36.714825581395345
words-BABEL-BP-101-29959-20111116-195221-D2-scripted,-36.24621428571428
words-BABEL-BP-101-70615-20111019-190406-SA-scripted,-46.58221052631579
words-BABEL-BP-101-24608-20111019-184942-L3-scripted,-38.97059322033898
words-BABEL-BP-101-36383-20111129-173616-S6-scripted,-35.53650442477876
words-BABEL-BP-101-45472-20111020-164627-C6-scripted,-43.46205357142857
words-BABEL-BP-101-85883-20111126-181547-L1-scripted,-34.434025316455696
words-BABEL-BP-101-95034-20111126-192355-S3-scripted,-37.110297619047614
words-BABEL-BP-101-54315-20111018-144619-D1-scripted,-41.943306451612905
words-BABEL-BP-101-56070-20111030-183446-T1-scripted,-35.72176923076923
words-BABEL-BP-101-89573-20111025-194358-O3-scripted,-25.036191489361702
words-BABEL-BP-101-90393-20111103-164519-S8-scripted,-30.52184722222222
words-BABEL-BP-101-40980-20111119-143618-M1-scripted,-34.14421518987342
words-BABEL-BP-101-68129-20111120-131158-T1-scripted,-28.65128813559322
words-BABEL-BP-101-94149-20111027-122910-S9-scripted,-47.213868686868686
words-BABEL-BP-101-21367-20111126-130251-C5-scripted,-34.231785714285714
words-BABEL-BP-101-14891-20111018-123415-O2-scripted,-47.92173913043479
words-BABEL-BP-101-69650-20111025-213838-C2-scripted,-33.967499999999994
words-BABEL-BP-101-21367-20111126-130159-SB-scripted,-39.01844186046512
words-BABEL-BP-101-91979-20111019-193037-S2-scripted,-50.86008235294118
words-BABEL-BP-101-39317-20111020-155941-O6-scripted,-45.54353571428572
words-BABEL-BP-101-60183-20111129-190253-I1-scripted,-28.225657894736845
words-BABEL-BP-101-20685-20111019-122051-M1-scripted,-43.29286904761905
words-BABEL-BP-101-20590-20111017-164256-T1-scripted,-38.29555172413793
words-BABEL-BP-101-32890-20111130-214610-O3-scripted,-22.46467924528302
words-BABEL-BP-101-45642-20111027-165517-S6-scripted,-35.969819277108435
words-BABEL-BP-101-35179-20111124-124756-O3-scripted,-25.009021739130436
words-BABEL-BP-101-12631-20111020-132552-O2-scripted,-33.30803913043478
words-BABEL-BP-101-82217-20111115-185406-D1-scripted,-40.00169696969697
words-BABEL-BP-101-61822-20111022-194229-I2-scripted,-23.160892105263155
words-BABEL-BP-101-61408-20111204-191521-S3-scripted,-42.56609677419355
words-BABEL-BP-101-88506-20111115-193816-L1-scripted,-33.6749702970297
words-BABEL-BP-101-32274-20111024-154950-SB-scripted,-43.17525409836066
words-BABEL-BP-101-58190-20111124-201456-D2-scripted,-35.07897619047619
words-BABEL-BP-101-32274-20111024-154958-O6-scripted,-30.30856603773585
words-BABEL-BP-101-73923-20111017-170035-S3-scripted,-38.833674698795186
words-BABEL-BP-101-23930-20111125-130816-SB-scripted,-49.91945454545454
words-BABEL-BP-101-37094-20111019-180529-L2-scripted,-40.5139756097561
words-BABEL-BP-101-66964-20111117-171217-O2-scripted,-23.422283018867926
words-BABEL-BP-101-51052-20111121-173300-O5-scripted,-32.855971830985915
words-BABEL-BP-101-59454-20111117-200009-C6-scripted,-43.634352
words-BABEL-BP-101-39246-20111119-183226-D1-scripted,-36.680352112676054
words-BABEL-BP-101-17018-20111020-155637-O6-scripted,-46.97069047619048
words-BABEL-BP-101-69764-20111026-205433-S2-scripted,-44.96473451327434
words-BABEL-BP-101-80817-20111125-180039-O3-scripted,-27.29878723404255
words-BABEL-BP-101-22979-20111129-140602-O3-scripted,-29.068737704918032
words-BABEL-BP-101-58137-20111121-193353-O3-scripted,-25.64653488372093
words-BABEL-BP-101-49541-20111104-190723-O4-scripted,-37.85379069767442
words-BABEL-BP-101-85617-20111126-193548-S3-scripted,-43.87359504132231
words-BABEL-BP-101-74884-20111030-140713-O2-scripted,-25.936804878048783
words-BABEL-BP-101-86227-20111020-204516-C5-scripted,-51.56883333333334
words-BABEL-BP-101-40046-20111018-184017-S4-scripted,-49.68220731707317
words-BABEL-BP-101-84540-20111102-201740-O3-scripted,-29.784531914893616
words-BABEL-BP-101-16669-20111019-135539-O1-scripted,-42.832677419354845
words-BABEL-BP-101-41661-20111102-125415-A1-scripted,-24.33453846153846
words-BABEL-BP-101-14666-20111122-123014-S0-scripted,-41.48724175824176
words-BABEL-BP-101-84543-20111124-194736-T2-scripted,-34.59690666666667
words-BABEL-BP-101-14891-20111018-123713-S5-scripted,-54.70425842696629
words-BABEL-BP-101-72879-20111018-220320-C3-scripted,-42.58695049504951
words-BABEL-BP-101-93192-20111020-123829-L2-scripted,-40.28520754716981
words-BABEL-BP-101-91401-20111027-205542-SA-scripted,-38.028298850574714
words-BABEL-BP-101-95533-20111129-181624-A1-scripted,-29.449140845070424
words-BABEL-BP-101-63339-20111019-191425-T2-scripted,-43.86642
words-BABEL-BP-101-77238-20111020-214407-D2-scripted,-61.07604918032787
words-BABEL-BP-101-47661-20111028-180635-T3-scripted,-28.476584615384617
words-BABEL-BP-101-80786-20111030-202140-T2-scripted,-41.87170666666667
words-BABEL-BP-101-29097-20111018-132656-N1-scripted,-39.28162
words-BABEL-BP-101-95542-20111026-183523-S6-scripted,-52.976190476190474
words-BABEL-BP-101-55369-20111022-144646-I1-scripted,-23.781565217391304
words-BABEL-BP-101-13229-20111127-134548-S5-scripted,-41.63106796116505
words-BABEL-BP-101-44836-20111119-152606-A1-scripted,-26.01736842105263
words-BABEL-BP-101-66964-20111117-171328-O3-scripted,-22.512492307692305
words-BABEL-BP-101-13781-20111125-142739-O5-scripted,-32.285529411764706
words-BABEL-BP-101-90313-20111019-153500-S3-scripted,-43.56440697674419
words-BABEL-BP-101-72879-20111018-220048-O6-scripted,-32.176875
words-BABEL-BP-101-83791-20111017-203024-C4-scripted,-39.283381818181816
words-BABEL-BP-101-34194-20111024-170952-D1-scripted,-30.047688524590164
words-BABEL-BP-101-16406-20111102-234546-S4-scripted,-48.790222222222226
words-BABEL-BP-101-10900-20111029-153644-S0-scripted,-40.77640789473684
words-BABEL-BP-101-49452-20111027-165234-O7-scripted,-25.543479166666668
words-BABEL-BP-101-16617-20111030-141409-T2-scripted,-39.50629761904762
words-BABEL-BP-101-49773-20111020-214343-S8-scripted,-43.71418253968254
words-BABEL-BP-101-45472-20111020-165054-O4-scripted,-30.83132352941177
words-BABEL-BP-101-39246-20111119-183735-S0-scripted,-33.795328125
words-BABEL-BP-101-47794-20111204-014929-S2-scripted,-47.531808
words-BABEL-BP-101-90819-20111126-172025-S3-scripted,-38.69548412698413
words-BABEL-BP-101-80817-20111125-180141-SB-scripted,-37.44831683168317
words-BABEL-BP-101-34961-20111027-173330-S3-scripted,-40.94901219512195
words-BABEL-BP-101-67555-20111023-133234-L1-scripted,-46.17324285714286
words-BABEL-BP-101-63339-20111019-191136-C1-scripted,-34.76597727272727
words-BABEL-BP-101-11422-20111019-143334-SC-scripted,-51.46614084507042
words-BABEL-BP-101-48410-20111021-220513-L2-scripted,-33.35151485148515
words-BABEL-BP-101-29444-20111024-200621-O7-scripted,-30.029526315789475
words-BABEL-BP-101-58536-20111103-194255-S7-scripted,-42.853016260162605
words-BABEL-BP-101-61408-20111204-191433-C3-scripted,-42.95138709677419
words-BABEL-BP-101-33671-20111019-123809-O1-scripted,-43.870869047619045
words-BABEL-BP-101-82484-20111103-151826-L2-scripted,-39.82011688311688
words-BABEL-BP-101-49689-20111125-172903-I1-scripted,-35.156620253164554
words-BABEL-BP-101-24420-20111122-213816-N1-scripted,-33.9163880597015
words-BABEL-BP-101-64889-20111124-215153-S8-scripted,-37.096513513513514
words-BABEL-BP-101-40123-20111129-180626-T3-scripted,-89.44425925925925
words-BABEL-BP-101-41513-20111121-135856-SC-scripted,-39.75047572815534
words-BABEL-BP-101-11036-20111019-190650-D1-scripted,-36.56721951219512
words-BABEL-BP-101-65606-20111116-134039-O2-scripted,-26.322479166666668
words-BABEL-BP-101-37203-20111103-174519-C1-scripted,-38.332766666666664
words-BABEL-BP-101-80156-20111023-200306-D3-scripted,-25.82701666666667
words-BABEL-BP-101-90819-20111126-171847-D2-scripted,-38.213011904761906
words-BABEL-BP-101-32890-20111130-214807-D3-scripted,-22.75674
words-BABEL-BP-101-67555-20111023-133245-C2-scripted,-50.17162637362638
words-BABEL-BP-101-59028-20111130-194341-S5-scripted,-33.29556976744186
words-BABEL-BP-101-51569-20111019-194510-O4-scripted,-28.271960784313723
words-BABEL-BP-101-94514-20111127-124351-L1-scripted,-34.151929577464784
words-BABEL-BP-101-20590-20111017-165401-L3-scripted,-44.915
words-BABEL-BP-101-33023-20111024-130341-SA-scripted,-44.78736904761905
words-BABEL-BP-101-86029-20111027-182407-D1-scripted,-31.4344696969697
words-BABEL-BP-101-86029-20111027-183011-N1-scripted,-35.58433333333333
words-BABEL-BP-101-98099-20111120-124156-L3-scripted,-37.10938636363637
words-BABEL-BP-101-82217-20111115-190231-D2-scripted,-38.537142857142854
words-BABEL-BP-101-53544-20111205-184425-S7-scripted,-34.76746315789474
words-BABEL-BP-101-40123-20111129-175430-O2-scripted,-32.89325
words-BABEL-BP-101-95589-20111118-210002-O1-scripted,-26.712677966101694
words-BABEL-BP-101-90819-20111126-171600-M1-scripted,-41.56965060240964
words-BABEL-BP-101-23719-20111103-140957-A1-scripted,-25.522408163265304
words-BABEL-BP-101-94226-20111125-134447-S1-scripted,-51.70317777777778
words-BABEL-BP-101-50842-20111030-164230-L2-scripted,-31.09807594936709
words-BABEL-BP-101-39287-20111119-190645-D2-scripted,-41.539976190476196
words-BABEL-BP-101-74234-20111102-155053-C4-scripted,-28.819216666666666
words-BABEL-BP-101-28107-20111019-133214-C5-scripted,-42.52290196078432
words-BABEL-BP-101-14915-20111119-163211-M1-scripted,-45.809746987951804
words-BABEL-BP-101-48733-20111117-134618-O3-scripted,-27.667862745098038
words-BABEL-BP-101-81308-20111021-141556-S7-scripted,-41.8210202020202
words-BABEL-BP-101-41170-20111018-175246-T1-scripted,-37.32504109589041
words-BABEL-BP-101-34930-20111023-235802-SB-scripted,-45.028733333333335
words-BABEL-BP-101-15142-20111029-161540-O1-scripted,-27.91827272727273
words-BABEL-BP-101-45511-20111025-195505-O1-scripted,-29.567
words-BABEL-BP-101-61073-20111102-183335-L3-scripted,-42.666547169811324
words-BABEL-BP-101-28740-20111028-212739-O7-scripted,-36.99507142857143
words-BABEL-BP-101-39915-20111101-160857-I1-scripted,-23.139302857142855
words-BABEL-BP-101-27619-20111102-195540-O7-scripted,-38.82458333333333
words-BABEL-BP-101-48511-20111024-003415-C3-scripted,-50.03029365079365
words-BABEL-BP-101-61449-20111117-145455-L2-scripted,-41.82317346938776
words-BABEL-BP-101-87564-20111130-173820-N1-scripted,-39.29290476190476
words-BABEL-BP-101-40510-20111126-145110-M1-scripted,-33.53594285714286
words-BABEL-BP-101-76919-20111120-200138-SC-scripted,-38.21435616438357
words-BABEL-BP-101-82484-20111103-151742-C2-scripted,-50.22623015873016
words-BABEL-BP-101-24420-20111122-213028-C6-scripted,-35.18565573770491
words-BABEL-BP-101-82484-20111103-152011-T2-scripted,-37.16195833333333
words-BABEL-BP-101-31441-20111026-001152-C3-scripted,-43.50969696969697
words-BABEL-BP-101-61762-20111028-175000-D2-scripted,-36.251493975903614
words-BABEL-BP-101-60605-20111124-125444-I1-scripted,-24.65670833333333
words-BABEL-BP-101-95815-20111024-141522-C6-scripted,-34.315802325581394
words-BABEL-BP-101-73761-20111115-124030-S3-scripted,-43.456155172413794
words-BABEL-BP-101-11371-20111018-180244-C4-scripted,-35.13457142857143
words-BABEL-BP-101-14666-20111122-123030-A1-scripted,-30.55076470588235
words-BABEL-BP-101-48511-20111024-003015-O3-scripted,-34.68409333333333
words-BABEL-BP-101-20685-20111019-122445-T3-scripted,-39.253058823529415
words-BABEL-BP-101-83791-20111017-203007-O3-scripted,-38.11222222222222
words-BABEL-BP-101-58715-20111025-170052-SB-scripted,-36.27035443037975
words-BABEL-BP-101-90313-20111019-153010-C1-scripted,-34.20076
words-BABEL-BP-101-13781-20111125-142548-C4-scripted,-33.22248611111111
words-BABEL-BP-101-10945-20111030-170557-O1-scripted,-45.859630952380954
words-BABEL-BP-101-59032-20111130-123629-S6-scripted,-35.40243209876544
words-BABEL-BP-101-30168-20111118-130003-S2-scripted,-41.23356034482759
words-BABEL-BP-101-64205-20111203-124423-S3-scripted,-37.37619047619047
words-BABEL-BP-101-36424-20111119-142632-M1-scripted,-36.7345119047619
words-BABEL-BP-101-48733-20111117-134816-S4-scripted,-34.75245454545454
words-BABEL-BP-101-17018-20111020-155506-C1-scripted,-31.09581818181818
words-BABEL-BP-101-36502-20111025-143349-I1-scripted,-22.133755263157894
words-BABEL-BP-101-68295-20111124-173721-O3-scripted,-27.939903846153847
words-BABEL-BP-101-29097-20111018-132618-S0-scripted,-39.87246153846154
words-BABEL-BP-101-56070-20111030-183606-O3-scripted,-34.96596551724138
words-BABEL-BP-101-38912-20111120-211713-I1-scripted,-35.39953571428572
words-BABEL-BP-101-20518-20111119-172654-S1-scripted,-38.373506666666664
words-BABEL-BP-101-55944-20111124-174246-D3-scripted,-22.50312093023256
words-BABEL-BP-101-20740-20111125-193533-O3-scripted,-26.861660714285712
words-BABEL-BP-101-17606-20111127-140101-S2-scripted,-35.84282291666667
words-BABEL-BP-101-67555-20111023-133539-O4-scripted,-39.11078846153846
words-BABEL-BP-101-74317-20111115-152702-I1-scripted,-22.464019607843138
words-BABEL-BP-101-91873-20111129-210113-T3-scripted,-34.09244594594595
words-BABEL-BP-101-15881-20111024-135746-O4-scripted,-31.216365384615383
words-BABEL-BP-101-37461-20111022-202359-S8-scripted,-43.18195918367347
words-BABEL-BP-101-89573-20111025-194443-M1-scripted,-39.26136144578314
